s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	p0	p1	p2	p3	p4	p5
			*V-Obs-V	Max	ID-C	ID-lat
kkut-ta$$$s83$p1	kkutta	1.0	0	0	0	0
	kkujta	0.0	0	0	1	0
	kkulta	0.0	0	0	0	1
	kkuta	0.0	0	1	0	0
kkut-e$$$s83$p2	kkute	1.0	1	0	0	0
	kkuje	0.0	0	0	1	0
	kkule	0.0	0	0	0	1
	kkue	0.0	0	1	0	0
kkut-te$$$s83$p3	kkutte	1.0	0	0	0	0
	kkujte	0.0	0	0	1	0
	kkulte	0.0	0	0	0	1
	kkute	0.0	0	1	0	0
kkut-i$$$s83$p4	kkuti	1.0	1	0	0	0
	kkuji	0.0	0	0	1	0
	kkuli	0.0	0	0	0	1
	kkui	0.0	0	1	0	0
kkut-ti$$$s83$p5	kkutti	1.0	0	0	0	0
	kkujti	0.0	0	0	1	0
	kkulti	0.0	0	0	0	1
	kkuti	0.0	0	1	0	0
sit-a$$$s84$p0	sita	1.0	1	0	0	0
	sija	0.0	0	0	1	0
	sila	0.0	0	0	0	1
	sia	0.0	0	1	0	0
sit-ta$$$s84$p1	sitta	1.0	0	0	0	0
	sijta	0.0	0	0	1	0
	silta	0.0	0	0	0	1
	sita	0.0	0	1	0	0
sit-e$$$s84$p2	site	1.0	1	0	0	0
	sije	0.0	0	0	1	0
	sile	0.0	0	0	0	1
	sie	0.0	0	1	0	0
sit-te$$$s84$p3	sitte	1.0	0	0	0	0
	sijte	0.0	0	0	1	0
	silte	0.0	0	0	0	1
	site	0.0	0	1	0	0
sit-i$$$s84$p4	siti	1.0	1	0	0	0
	siji	0.0	0	0	1	0
	sili	0.0	0	0	0	1
	sii	0.0	0	1	0	0
sit-ti$$$s84$p5	sitti	1.0	0	0	0	0
	sijti	0.0	0	0	1	0
	silti	0.0	0	0	0	1
	siti	0.0	0	1	0	0
ges-a$$$s85$p0	gesa	0.0	1	0	0	0
	geja	0.0	0	0	1	0
	gela	0.0	0	0	0	1
	gea	1.0	0	1	0	0
ges-ta$$$s85$p1	getta	1.0	0	0	0	0
	gejta	0.0	0	0	1	0
	gelta	0.0	0	0	0	1
	geta	0.0	0	1	0	0
ges-e$$$s85$p2	gese	0.0	1	0	0	0
	geje	0.0	0	0	1	0
	gele	0.0	0	0	0	1
	gee	1.0	0	1	0	0
ges-te$$$s85$p3	gette	1.0	0	0	0	0
	gejte	0.0	0	0	1	0
	gelte	0.0	0	0	0	1
	gete	0.0	0	1	0	0
ges-i$$$s85$p4	gesi	0.0	1	0	0	0
	geji	0.0	0	0	1	0
	geli	0.0	0	0	0	1
	gei	1.0	0	1	0	0
ges-ti$$$s85$p5	getti	1.0	0	0	0	0
	gejti	0.0	0	0	1	0
	gelti	0.0	0	0	0	1
	geti	0.0	0	1	0	0
kkaes-a$$$s86$p0	kkaesa	0.0	1	0	0	0
	kkaeja	0.0	0	0	1	0
	kkaela	0.0	0	0	0	1
	kkaea	1.0	0	1	0	0
kkaes-ta$$$s86$p1	kkaetta	1.0	0	0	0	0
	kkaejta	0.0	0	0	1	0
	kkaelta	0.0	0	0	0	1
	kkaeta	0.0	0	1	0	0
kkaes-e$$$s86$p2	kkaese	0.0	1	0	0	0
	kkaeje	0.0	0	0	1	0
	kkaele	0.0	0	0	0	1
	kkaee	1.0	0	1	0	0
kkaes-te$$$s86$p3	kkaette	1.0	0	0	0	0
	kkaejte	0.0	0	0	1	0
	kkaelte	0.0	0	0	0	1
	kkaete	0.0	0	1	0	0
kkaes-i$$$s86$p4	kkaesi	0.0	1	0	0	0
	kkaeji	0.0	0	0	1	0
	kkaeli	0.0	0	0	0	1
	kkaei	1.0	0	1	0	0
kkaes-ti$$$s86$p5	kkaetti	1.0	0	0	0	0
	kkaejti	0.0	0	0	1	0
	kkaelti	0.0	0	0	0	1
	kkaeti	0.0	0	1	0	0
hoes-a$$$s87$p0	hoesa	0.0	1	0	0	0
	hoeja	0.0	0	0	1	0
	hoela	0.0	0	0	0	1
	hoea	1.0	0	1	0	0
hoes-ta$$$s87$p1	hoetta	1.0	0	0	0	0
	hoejta	0.0	0	0	1	0
	hoelta	0.0	0	0	0	1
	hoeta	0.0	0	1	0	0
hoes-e$$$s87$p2	hoese	0.0	1	0	0	0
	hoeje	0.0	0	0	1	0
	hoele	0.0	0	0	0	1
	hoee	1.0	0	1	0	0
hoes-te$$$s87$p3	hoette	1.0	0	0	0	0
	hoejte	0.0	0	0	1	0
	hoelte	0.0	0	0	0	1
	hoete	0.0	0	1	0	0
hoes-i$$$s87$p4	hoesi	0.0	1	0	0	0
	hoeji	0.0	0	0	1	0
	hoeli	0.0	0	0	0	1
	hoei	1.0	0	1	0	0
hoes-ti$$$s87$p5	hoetti	1.0	0	0	0	0
	hoejti	0.0	0	0	1	0
	hoelti	0.0	0	0	0	1
	hoeti	0.0	0	1	0	0
koes-a$$$s88$p0	koesa	0.0	1	0	0	0
	koeja	0.0	0	0	1	0
	koela	0.0	0	0	0	1
	koea	1.0	0	1	0	0
koes-ta$$$s88$p1	koetta	1.0	0	0	0	0
	koejta	0.0	0	0	1	0
	koelta	0.0	0	0	0	1
	koeta	0.0	0	1	0	0
koes-e$$$s88$p2	koese	0.0	1	0	0	0
	koeje	0.0	0	0	1	0
	koele	0.0	0	0	0	1
	koee	1.0	0	1	0	0
koes-te$$$s88$p3	koette	1.0	0	0	0	0
	koejte	0.0	0	0	1	0
	koelte	0.0	0	0	0	1
	koete	0.0	0	1	0	0
koes-i$$$s88$p4	koesi	0.0	1	0	0	0
	koeji	0.0	0	0	1	0
	koeli	0.0	0	0	0	1
	koei	1.0	0	1	0	0
koes-ti$$$s88$p5	koetti	1.0	0	0	0	0
	koejti	0.0	0	0	1	0
	koelti	0.0	0	0	0	1
	koeti	0.0	0	1	0	0
nos-a$$$s89$p0	nosa	0.0	1	0	0	0
	noja	0.0	0	0	1	0
	nola	0.0	0	0	0	1
	noa	1.0	0	1	0	0
nos-ta$$$s89$p1	notta	1.0	0	0	0	0
	nojta	0.0	0	0	1	0
	nolta	0.0	0	0	0	1
	nota	0.0	0	1	0	0
nos-e$$$s89$p2	nose	0.0	1	0	0	0
	noje	0.0	0	0	1	0
	nole	0.0	0	0	0	1
	noe	1.0	0	1	0	0
nos-te$$$s89$p3	notte	1.0	0	0	0	0
	nojte	0.0	0	0	1	0
	nolte	0.0	0	0	0	1
	note	0.0	0	1	0	0
nos-i$$$s89$p4	nosi	0.0	1	0	0	0
	noji	0.0	0	0	1	0
	noli	0.0	0	0	0	1
	noi	1.0	0	1	0	0
nos-ti$$$s89$p5	notti	1.0	0	0	0	0
	nojti	0.0	0	0	1	0
	nolti	0.0	0	0	0	1
	noti	0.0	0	1	0	0
poes-a$$$s90$p0	poesa	1.0	1	0	0	0
	poeja	0.0	0	0	1	0
	poela	0.0	0	0	0	1
	poea	0.0	0	1	0	0
poes-ta$$$s90$p1	poetta	1.0	0	0	0	0
	poejta	0.0	0	0	1	0
	poelta	0.0	0	0	0	1
	poeta	0.0	0	1	0	0
poes-e$$$s90$p2	poese	1.0	1	0	0	0
	poeje	0.0	0	0	1	0
	poele	0.0	0	0	0	1
	poee	0.0	0	1	0	0
poes-te$$$s90$p3	poette	1.0	0	0	0	0
	poejte	0.0	0	0	1	0
	poelte	0.0	0	0	0	1
	poete	0.0	0	1	0	0
poes-i$$$s90$p4	poesi	1.0	1	0	0	0
	poeji	0.0	0	0	1	0
	poeli	0.0	0	0	0	1
	poei	0.0	0	1	0	0
poes-ti$$$s90$p5	poetti	1.0	0	0	0	0
	poejti	0.0	0	0	1	0
	poelti	0.0	0	0	0	1
	poeti	0.0	0	1	0	0
meos-a$$$s91$p0	meosa	1.0	1	0	0	0
	meoja	0.0	0	0	1	0
	meola	0.0	0	0	0	1
	meoa	0.0	0	1	0	0
meos-ta$$$s91$p1	meotta	1.0	0	0	0	0
	meojta	0.0	0	0	1	0
	meolta	0.0	0	0	0	1
	meota	0.0	0	1	0	0
meos-e$$$s91$p2	meose	1.0	1	0	0	0
	meoje	0.0	0	0	1	0
	meole	0.0	0	0	0	1
	meoe	0.0	0	1	0	0
meos-te$$$s91$p3	meotte	1.0	0	0	0	0
	meojte	0.0	0	0	1	0
	meolte	0.0	0	0	0	1
	meote	0.0	0	1	0	0
meos-i$$$s91$p4	meosi	1.0	1	0	0	0
	meoji	0.0	0	0	1	0
	meoli	0.0	0	0	0	1
	meoi	0.0	0	1	0	0
meos-ti$$$s91$p5	meotti	1.0	0	0	0	0
	meojti	0.0	0	0	1	0
	meolti	0.0	0	0	0	1
	meoti	0.0	0	1	0	0
jjaes-a$$$s92$p0	jjaesa	1.0	1	0	0	0
	jjaeja	0.0	0	0	1	0
	jjaela	0.0	0	0	0	1
	jjaea	0.0	0	1	0	0
jjaes-ta$$$s92$p1	jjaetta	1.0	0	0	0	0
	jjaejta	0.0	0	0	1	0
	jjaelta	0.0	0	0	0	1
	jjaeta	0.0	0	1	0	0
jjaes-e$$$s92$p2	jjaese	1.0	1	0	0	0
	jjaeje	0.0	0	0	1	0
	jjaele	0.0	0	0	0	1
	jjaee	0.0	0	1	0	0
jjaes-te$$$s92$p3	jjaette	1.0	0	0	0	0
	jjaejte	0.0	0	0	1	0
	jjaelte	0.0	0	0	0	1
	jjaete	0.0	0	1	0	0
jjaes-i$$$s92$p4	jjaesi	1.0	1	0	0	0
	jjaeji	0.0	0	0	1	0
	jjaeli	0.0	0	0	0	1
	jjaei	0.0	0	1	0	0
jjaes-ti$$$s92$p5	jjaetti	1.0	0	0	0	0
	jjaejti	0.0	0	0	1	0
	jjaelti	0.0	0	0	0	1
	jjaeti	0.0	0	1	0	0
ches-a$$$s93$p0	chesa	1.0	1	0	0	0
	cheja	0.0	0	0	1	0
	chela	0.0	0	0	0	1
	chea	0.0	0	1	0	0
ches-ta$$$s93$p1	chetta	1.0	0	0	0	0
	chejta	0.0	0	0	1	0
	chelta	0.0	0	0	0	1
	cheta	0.0	0	1	0	0
ches-e$$$s93$p2	chese	1.0	1	0	0	0
	cheje	0.0	0	0	1	0
	chele	0.0	0	0	0	1
	chee	0.0	0	1	0	0
ches-te$$$s93$p3	chette	1.0	0	0	0	0
	chejte	0.0	0	0	1	0
	chelte	0.0	0	0	0	1
	chete	0.0	0	1	0	0
ches-i$$$s93$p4	chesi	1.0	1	0	0	0
	cheji	0.0	0	0	1	0
	cheli	0.0	0	0	0	1
	chei	0.0	0	1	0	0
ches-ti$$$s93$p5	chetti	1.0	0	0	0	0
	chejti	0.0	0	0	1	0
	chelti	0.0	0	0	0	1
	cheti	0.0	0	1	0	0
